Antecedent (If Condition),Consequent (Output)
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,LowRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,LowRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = HIgh AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = NoPain AND HbA1c = High AND LDL = VeryHIgh AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,HighRisk
